chr	pos	Hypo.pos	EM.pos	Hyper.pos	max.p	mCstatus	meanDiff	DM.status	index	meanCov.test	meanCov.control
chr1	1051337	0.4	0.5333	0.0667	0.5333	0	-0.2635	0	1577	77.75	45
chr1	1051346	0	1	0	1	0	0.0061	0	1578	78	45
chr1	1051353	0	1	0	1	0	-0.011	0	1579	78	45.25
chr1	1051370	0.0333	0.9	0.0667	0.9	0	-0.0119	0	1580	76.75	43.75
chr1	1051372	0.1333	0.8667	0	0.8667	0	-0.1952	0	1581	75.25	43
chr1	1051384	0.0667	0.9	0.0333	0.9	0	-0.1479	0	1582	60.5	36
chr1	1051448	0	1	0	1	0	-0.0369	0	1583	36	15.75
chr1	1051464	0	1	0	1	0	-0.069	0	1584	36.75	16.25
chr1	1051482	0	1	0	1	0	-0.0256	0	1585	34.5	16
chr1	1053022	0	1	0	1	0	-0.0364	0	1586	15.75	14
chr1	1053031	0	1	0	1	0	-0.068	0	1587	15.25	13
chr1	1053049	0	1	0	1	0	-0.1645	0	1588	15.5	13
chr1	1054280	0	1	0	1	0	0.0381	0	1589	24.25	15.5
chr1	1054303	0	1	0	1	0	-0.0126	0	1590	24.5	15.75
chr1	1054399	0	1	0	1	0	0.0409	0	1591	71.75	10
chr1	1054441	0	1	0	1	0	0.2375	0	1592	3.25	3.75
chr1	1057860	0	1	0	1	0	0.2163	0	1593	42.25	35
chr1	1057866	0	0.9667	0.0333	0.9667	0	0.2583	0	1594	42	35
chr1	1057907	0	1	0	1	0	-0.0027	0	1595	29.25	23.5
chr1	1058257	0	1	0	1	0	0.0424	0	1596	64.5	41.5
chr1	1058351	0	0.3667	0.6333	0.6333	1	0.3862	1	1597	94.5	71.75
chr1	1058365	0.0333	0.7667	0.2	0.7667	0	0.153	0	1598	95	72.25
chr1	1061240	0	1	0	1	0	-0.0324	0	1599	20.75	9.5
chr1	1061245	0	1	0	1	0	0.0107	0	1600	20.75	9.5
chr1	1061277	0.1	0.9	0	0.9	0	-0.07	0	1601	20.5	9
chr1	1061351	0	1	0	1	0	0.0234	0	1602	24	16.25
chr1	1061892	0	1	0	1	0	0.1402	0	1603	13.25	11.75
chr1	1061913	0	0.3	0.7	0.7	1	0.3752	1	1604	13.25	12
chr1	1061918	0	0.0667	0.9333	0.9333	1	0.3824	1	1605	12	11.25
chr1	1061937	0	0.0333	0.9667	0.9667	1	0.622	1	1606	9.75	10
chr1	1061991	0	0.1	0.9	0.9	1	0.5	1	1607	2	4
chr1	1062006	0	0.1	0.9	0.9	1	0.675	1	1608	2.25	4
chr1	1062332	0	0.0667	0.9333	0.9333	1	0.4087	1	1609	40	65.5
chr1	1062341	0	0.0333	0.9667	0.9667	1	0.3876	1	1610	40.25	65.5
chr1	1062348	0	0	1	1	1	0.6286	1	1611	40.25	65.5
chr1	1062357	0	0	1	1	1	0.5604	1	1612	40	65
chr1	1062359	0	0	1	1	1	0.5916	1	1613	39.75	65
chr1	1062371	0	0	1	1	1	0.4752	1	1614	17.75	52
chr1	1062377	0	0.1	0.9	0.9	1	0.3637	1	1615	55.75	72.25
chr1	1062385	0	0.1	0.9	0.9	1	0.3335	1	1616	44.75	30
chr1	1062415	0	0.1333	0.8667	0.8667	1	0.434	1	1617	41.75	23.5
chr1	1062420	0	0.2667	0.7333	0.7333	1	0.3765	1	1618	40.25	20.5
chr1	1062489	0	0.6667	0.3333	0.6667	0	0.1806	0	1619	6.75	11.25
chr1	1062492	0	1	0	1	0	0.0333	0	1620	6.25	11
chr1	1062505	0	0.9	0.1	0.9	0	0.2833	0	1621	6.25	11
chr1	1062516	0	0.6333	0.3667	0.6333	0	0.294	0	1622	5.75	9.25
chr1	1062554	0	0.0667	0.9333	0.9333	1	0.4305	1	1623	43.25	42
chr1	1062561	0	0.2	0.8	0.8	1	0.3441	1	1624	43.25	42
chr1	1062569	0	0.4333	0.5667	0.5667	1	0.3446	1	1625	43.25	42
chr1	1062577	0	0.8333	0.1667	0.8333	0	0.3089	0	1626	43.25	42
chr1	1062592	0	0.9667	0.0333	0.9667	0	0.2507	0	1627	40	35.75
chr1	1062600	0	1	0	1	0	0	0	1628	30.5	21.25
chr1	1062615	0	0.8333	0.1667	0.8333	0	0.2742	0	1629	37	26.75
chr1	1062630	0	0.8667	0.1333	0.8667	0	0.2356	0	1630	37.75	26.75
chr1	1062637	0	0.6667	0.3333	0.6667	0	0.2891	0	1631	38	26.75
chr1	1062702	0	0.8	0.2	0.8	0	0.2619	0	1632	34.5	31.75
chr1	1062709	0	0.4333	0.5667	0.5667	1	0.3567	1	1633	34.5	31.5
chr1	1062742	0	0.6667	0.3333	0.6667	0	0.2838	0	1634	32.25	30
chr1	1062751	0	1	0	1	0	0	0	1635	24	22.75
chr1	1063404	0	0	1	1	1	0.6428	1	1636	62.75	38.75
chr1	1063424	0	0.3	0.7	0.7	1	0.1217	0	1637	62.75	38.75
chr1	1063428	0	0.4667	0.5333	0.5333	1	0.2071	0	1638	62	38.25
chr1	1063443	0	1	0	1	0	0.064	0	1639	59	35.25
chr1	1063452	0	1	0	1	0	-9e-04	0	1640	52.25	27.75
chr1	1064380	0	1	0	1	0	0.037	0	1641	119	192
chr1	1065783	0	1	0	1	0	-0.0091	0	1642	63.75	85.5
chr1	1065905	0	1	0	1	0	-0.2589	0	1643	8	1
chr1	1066991	0	1	0	1	0	0.1405	0	1644	10	9
chr1	1067029	0	1	0	1	0	-0.0139	0	1645	5.75	5
chr1	1067068	0	1	0	1	0	0.0227	0	1646	7.5	5.75
chr1	1067112	0.0667	0.9	0.0333	0.9	0	-0.225	0	1647	6	4
chr1	1068208	0	1	0	1	0	0.068	0	1648	37.25	27.75
chr1	1068236	0	1	0	1	0	-0.0125	0	1649	37.5	27.75
chr1	1068255	0	1	0	1	0	-0.0041	0	1650	27.5	20.5
chr1	1068328	0.0333	0.9	0.0667	0.9	0	-0.1354	0	1651	20.75	19
chr1	1068348	0.1333	0.8	0.0667	0.8	0	-0.2797	0	1652	20.25	18.75
chr1	1068374	0	1	0	1	0	0.025	0	1653	15.5	12.25
chr1	1069402	0	1	0	1	0	0.2316	0	1654	6.75	8
chr1	1069421	0	1	0	1	0	0.4212	0	1655	6.5	7.25
chr1	1069424	0	1	0	1	0	0.12	0	1656	6.5	7.25
chr1	1069450	0	1	0	1	0	0.1949	0	1657	5.25	3.5
chr1	1069485	0	1	0	1	0	0.025	0	1658	4.5	3.75
chr1	1069496	0	1	0	1	0	0.1833	0	1659	2.75	2.5
chr1	1069599	0.0333	0.9	0.0667	0.9	0	0.0549	0	1660	14.25	12.5
chr1	1069605	0	0.9667	0.0333	0.9667	0	0.0027	0	1661	14.25	12.5
chr1	1069625	0	1	0	1	0	0.1008	0	1662	13.5	12
chr1	1069646	0	1	0	1	0	0	0	1663	9	7.75
chr1	1069947	0	1	0	1	0	0.1206	0	1664	82.75	49
chr1	1069957	0	0.9	0.1	0.9	0	0.2192	0	1665	83.5	49
chr1	1069965	0	1	0	1	0	0.0742	0	1666	83.5	49
chr1	1069972	0.0667	0.8333	0.1	0.8333	0	-0.0873	0	1667	82.75	49
chr1	1070085	0	1	0	1	0	0.0166	0	1668	15.5	10
chr1	1070125	0.0333	0.9667	0	0.9667	0	-0.1538	0	1669	15.25	10.25
chr1	1070301	0	1	0	1	0	-0.25	0	1670	1.25	1.75
chr1	1070462	0	1	0	1	0	0.0849	0	1671	23.75	19.25
chr1	1070474	0	0.9333	0.0667	0.9333	0	0.0831	0	1672	23.75	19.25
chr1	1070494	0.1	0.9	0	0.9	0	-0.1864	0	1673	22.25	17.75
chr1	1070503	0	1	0	1	0	-0.0815	0	1674	21.25	16.5
chr1	1070507	0	0.9667	0.0333	0.9667	0	0.2083	0	1675	18.75	14.75
chr1	1071082	0.1	0.9	0	0.9	0	-0.1914	0	1676	77.75	52.25
chr1	1071126	0	1	0	1	0	0.0046	0	1677	63.5	43.75
chr1	1071581	0.0333	0.9667	0	0.9667	0	-0.2051	0	1678	38.25	30.5
chr1	1071585	0	0.9667	0.0333	0.9667	0	-0.0305	0	1679	38.25	30.75
chr1	1071695	0	0.9667	0.0333	0.9667	0	0.0174	0	1680	54.5	30
chr1	1072918	0	1	0	1	0	-0.0744	0	1681	90	55.75
chr1	1072954	0	1	0	1	0	-0.0593	0	1682	74	46.25
chr1	1072958	0	1	0	1	0	-0.0357	0	1683	64	39.5
chr1	1073455	0	1	0	1	0	0.0023	0	1684	50.25	43.5
chr1	1073462	0	1	0	1	0	-0.0604	0	1685	50.5	43.5
chr1	1073471	0	1	0	1	0	-0.0098	0	1686	50.5	43.5
chr1	1073497	0	1	0	1	0	0.0234	0	1687	36	35.25
chr1	1074015	0	0.9667	0.0333	0.9667	0	-0.1304	0	1688	32.5	28.5
chr1	1074059	0	1	0	1	0	0.0107	0	1689	28	23.25
chr1	1075336	0.1	0.9	0	0.9	0	-0.1461	0	1690	107.5	67.75
chr1	1075626	0	0.8	0.2	0.8	0	0.1734	0	1691	42.75	52.25
chr1	1075629	0	1	0	1	0	0.0167	0	1692	43.25	52.5
chr1	1075654	0	0.9667	0.0333	0.9667	0	0.1168	0	1693	40	50
chr1	1076006	0	1	0	1	0	0.0833	0	1694	7.25	7.5
chr1	1076024	0	1	0	1	0	0.0065	0	1695	7.25	7.75
chr1	1076051	0	1	0	1	0	-0.0229	0	1696	9	7.25
chr1	1076144	0	1	0	1	0	-0.0392	0	1697	48.75	41.5
chr1	1076159	0	1	0	1	0	0.0037	0	1698	49.25	41.5
chr1	1076174	0	1	0	1	0	-0.0125	0	1699	46.5	39.5
chr1	1076187	0	1	0	1	0	-0.0091	0	1700	42	36.5
chr1	1076193	0	1	0	1	0	0	0	1701	35.75	31.75
chr1	1076626	0	1	0	1	0	0.019	0	1702	17	14.5
chr1	1076640	0	1	0	1	0	0.0375	0	1703	17.25	14.25
chr1	1076658	0	1	0	1	0	0.0776	0	1704	17.25	14
chr1	1076674	0	1	0	1	0	-0.0031	0	1705	24.5	20.75
chr1	1076699	0	1	0	1	0	-0.0278	0	1706	9.75	9.25
chr1	1076710	0	1	0	1	0	0	0	1707	3	2
chr1	1076714	0	1	0	1	0	0.125	0	1708	2.75	1.75
chr1	1076718	0	0.9667	0.0333	0.9667	0	-0.0445	0	1709	20.75	12.25
chr1	1076725	0	1	0	1	0	-0.0204	0	1710	18.75	10.75
chr1	1081532	0	1	0	1	0	-0.0266	0	1711	18	11.5
chr1	1081551	0	1	0	1	0	0.0447	0	1712	18	11.5
chr1	1081578	0	1	0	1	0	-0.129	0	1713	17.75	11.75
chr1	1081609	0.0333	0.9667	0	0.9667	0	-0.3542	0	1714	2.25	2.75
chr1	1081618	0.2	0.8	0	0.8	0	-0.2115	0	1715	53.5	31.5
chr1	1081844	0	1	0	1	0	0.125	0	1716	2.5	2
chr1	1081869	0	1	0	1	0	-0.4583	0	1717	2.5	2
chr1	1082004	0	1	0	1	0	-0.081	0	1718	19.75	10.25
chr1	1083075	0	1	0	1	0	-0.0357	0	1719	9.25	8
chr1	1083092	0	1	0	1	0	-0.0357	0	1720	9.25	8
chr1	1083104	0	1	0	1	0	-0.0357	0	1721	9.25	8
chr1	1083111	0	1	0	1	0	-0.0566	0	1722	9.25	8
chr1	1083116	0	1	0	1	0	-0.0627	0	1723	9.25	8
chr1	1083122	0	1	0	1	0	0	0	1724	45	37
chr1	1083142	0	1	0	1	0	-0.0135	0	1725	38.25	33.25
chr1	1083163	0	1	0	1	0	0.0208	0	1726	33.75	25.5
chr1	1083171	0	1	0	1	0	3e-04	0	1727	100.75	54.75
chr1	1083198	0	1	0	1	0	-0.0159	0	1728	68.75	35.25
chr1	1083331	0	1	0	1	0	0	0	1729	20	13.5
chr1	1083335	0	1	0	1	0	0.0833	0	1730	20	13.5
chr1	1083338	0	1	0	1	0	0.0733	0	1731	20	13.5
chr1	1083739	0.1333	0.8333	0.0333	0.8333	0	-0.1117	0	1732	69	44
chr1	1083774	0.2667	0.6333	0.1	0.6333	0	-0.244	0	1733	62.5	39.5
chr1	1083803	0	0.9667	0.0333	0.9667	0	-0.0919	0	1734	30	16.5
chr1	1083825	0.0333	0.9	0.0667	0.9	0	-0.0195	0	1735	30.25	16.25
chr1	1083836	0	0.9667	0.0333	0.9667	0	-0.2493	0	1736	27.5	13.75
chr1	1083943	0	0.9333	0.0667	0.9333	0	0.2812	0	1737	7	3.75
chr1	1083957	0	1	0	1	0	-0.1947	0	1738	7.25	4
chr1	1086510	0.0333	0.9333	0.0333	0.9333	0	-0.1777	0	1739	12	5.75
chr1	1086523	0	0.9667	0.0333	0.9667	0	-0.0608	0	1740	12	5.75
chr1	1086529	0	1	0	1	0	0.0436	0	1741	12	5.75
chr1	1086541	0	0.9	0.1	0.9	0	0.0222	0	1742	11	5
chr1	1086973	0	0.8667	0.1333	0.8667	0	0.2225	0	1743	16.25	16.25
chr1	1087017	0	1	0	1	0	0.0555	0	1744	28.75	29.25
chr1	1087042	0	1	0	1	0	-0.0215	0	1745	22	22
chr1	1087063	0	1	0	1	0	0.0548	0	1746	109.25	75.5
chr1	1087077	0	1	0	1	0	-0.0113	0	1747	89	56
chr1	1087096	0	1	0	1	0	-0.0178	0	1748	87.5	52.5
chr1	1087994	0	0.9	0.1	0.9	0	0.3338	0	1749	50	36
chr1	1088025	0	0.9333	0.0667	0.9333	0	0.3728	0	1750	49.25	34.5
chr1	1088038	0	0.9	0.1	0.9	0	0.4656	0	1751	45.5	32.25
chr1	1088401	0	0.5333	0.4667	0.5333	0	0.3668	0	1752	55.75	46.5
chr1	1088421	0	0.3667	0.6333	0.6333	1	0.6034	1	1753	56.25	46.5
chr1	1088436	0	0.1667	0.8333	0.8333	1	0.4796	1	1754	50.5	37.25
chr1	1088441	0	0.1333	0.8667	0.8667	1	0.6033	1	1755	32.25	25
chr1	1088650	0	0.2	0.8	0.8	1	0.5706	1	1756	20.5	20.5
chr1	1088675	0	0.5	0.5	0.5	1	0.5972	1	1757	20	19.75
chr1	1088986	0	0.6333	0.3667	0.6333	0	0.5921	0	1758	108	64.75
chr1	1088992	0	0.6	0.4	0.6	0	0.609	0	1759	108.75	65
chr1	1089002	0	0.3667	0.6333	0.6333	1	0.5849	1	1760	108.75	65
chr1	1089004	0	0.2333	0.7667	0.7667	1	0.576	1	1761	108.75	65
chr1	1089029	0	0.1667	0.8333	0.8333	1	0.576	1	1762	98.25	61.75
chr1	1089070	0	0.2333	0.7667	0.7667	1	0.6356	1	1763	64.75	42.75
chr1	1089074	0	0.0667	0.9333	0.9333	1	0.5503	1	1764	65.25	42.75
chr1	1089086	0	0.2	0.8	0.8	1	0.568	1	1765	66.75	42.75
chr1	1089108	0	0.3	0.7	0.7	1	0.5388	1	1766	58.75	38.5
chr1	1089155	0	0.7	0.3	0.7	0	0.5136	0	1767	34.5	24.75
chr1	1089169	0	0.5667	0.4333	0.5667	0	0.5211	0	1768	34.5	25
chr1	1089171	0	0.5667	0.4333	0.5667	0	0.517	0	1769	34.5	25
chr1	1089194	0	0.4333	0.5667	0.5667	1	0.4867	1	1770	34.25	24.75
chr1	1089201	0	0.2333	0.7667	0.7667	1	0.4518	1	1771	32	23.5
chr1	1089251	0	0.1667	0.8333	0.8333	1	0.543	1	1772	82.25	46
chr1	1089264	0	0.3667	0.6333	0.6333	1	0.5866	1	1773	82.5	46.75
chr1	1089272	0	0.3	0.7	0.7	1	0.5287	1	1774	82.75	46.75
chr1	1089294	0	0.3333	0.6667	0.6667	1	0.5621	1	1775	81	45
chr1	1089296	0	0.5667	0.4333	0.5667	0	0.5349	0	1776	79.5	44.25
chr1	1089325	0	0.8667	0.1333	0.8667	0	0.6409	0	1777	30.5	13.5
chr1	1089821	0	0.8333	0.1667	0.8333	0	0.5303	0	1778	93	57.5
chr1	1089828	0	1	0	1	0	0.6265	0	1779	92.75	57.25
chr1	1089845	0	0.9333	0.0667	0.9333	0	0.5845	0	1780	92.75	56.25
chr1	1089849	0	1	0	1	0	0.6147	0	1781	90.5	56
chr1	1089852	0	0.9333	0.0667	0.9333	0	0.6007	0	1782	88.25	55
chr1	1089868	0	0.8333	0.1667	0.8333	0	0.5108	0	1783	61	38.25
chr1	1089895	0	0.7667	0.2333	0.7667	0	0.4429	0	1784	76.25	53.75
chr1	1089898	0	0.4333	0.5667	0.5667	1	0.4809	1	1785	76.75	53.75
chr1	1089901	0	0.4667	0.5333	0.5333	1	0.5552	1	1786	76.75	53.75
chr1	1089925	0	0.4333	0.5667	0.5667	1	0.5051	1	1787	75.25	53
chr1	1089933	0	0.3667	0.6333	0.6333	1	0.4769	1	1788	71.75	50.5
chr1	1089940	0	0.2333	0.7667	0.7667	1	0.5375	1	1789	68.75	49.5
chr1	1090719	0.0333	0	0.9667	0.9667	1	0.3889	1	1790	126	83.75
chr1	1090729	0	0.0333	0.9667	0.9667	1	0.5316	1	1791	126	84
chr1	1090869	0.0333	0	0.9667	0.9667	1	0.5995	1	1792	52	52.75
chr1	1090910	0	0.0333	0.9667	0.9667	1	0.6115	1	1793	49	48.25
chr1	1090917	0	1	0	1	0	0.0144	0	1794	43.25	41.5
chr1	1091107	0	0.1333	0.8667	0.8667	1	0.5126	1	1795	84.75	70
chr1	1091165	0	0.2333	0.7667	0.7667	1	0.3696	1	1796	92.75	59.25
chr1	1091180	0	0.8667	0.1333	0.8667	0	0.1637	0	1797	93.75	59
chr1	1091205	0	0.4	0.6	0.6	1	0.3757	1	1798	90.75	56.5
chr1	1091211	0.0333	0.3667	0.6	0.6	1	0.3543	1	1799	88.25	55.5
chr1	1091895	0	1	0	1	0	0.0401	0	1800	54.25	32.75
chr1	1092249	0.0333	0.9333	0.0333	0.9333	0	-0.0146	0	1801	9.25	2.25
chr1	1092252	0	1	0	1	0	0.0208	0	1802	9.25	2.25
chr1	1092280	0	1	0	1	0	-0.0647	0	1803	9.5	2.25
chr1	1092342	0	1	0	1	0	-4e-04	0	1804	57.25	32.5
chr1	1092353	0	1	0	1	0	-0.0154	0	1805	57.25	32.5
chr1	1092361	0	1	0	1	0	0.0227	0	1806	57.25	32.5
chr1	1092536	0	1	0	1	0	0.0553	0	1807	47.25	22.5
chr1	1092563	0	1	0	1	0	-0.0309	0	1808	47	23
chr1	1092571	0	1	0	1	0	-0.0649	0	1809	44.5	22.25
chr1	1092580	0	1	0	1	0	-0.0686	0	1810	41.25	19.75
chr1	1092623	0	1	0	1	0	0.0312	0	1811	99	60.75
chr1	1092657	0	1	0	1	0	-0.0243	0	1812	97	61
chr1	1092696	0	1	0	1	0	-0.0368	0	1813	40.5	24.5
chr1	1092712	0	1	0	1	0	0.0089	0	1814	41	24.5
chr1	1092720	0	1	0	1	0	0.0222	0	1815	41	24.5
chr1	1092795	0.0333	0.9667	0	0.9667	0	0.0104	0	1816	57.25	33.75
chr1	1092804	0	1	0	1	0	0	0	1817	57.25	33.75
chr1	1092823	0	1	0	1	0	0.048	0	1818	54	32.75
chr1	1092876	0	1	0	1	0	0.0701	0	1819	9.25	7.5
chr1	1092883	0	1	0	1	0	0.0868	0	1820	9.25	7.5
chr1	1092901	0	1	0	1	0	-0.05	0	1821	9	7.25
chr1	1092912	0.0333	0.9333	0.0333	0.9333	0	-0.2533	0	1822	27	25.25
chr1	1093046	0	1	0	1	0	-0.1792	0	1823	6.75	3.25
chr1	1093088	0	1	0	1	0	-0.348	0	1824	6	3
chr1	1093129	0	1	0	1	0	-0.0443	0	1825	81.25	39.25
chr1	1093175	0	1	0	1	0	0.0289	0	1826	74.75	36.75
chr1	1093448	0	1	0	1	0	-0.0555	0	1827	20	10.25
chr1	1093460	0.0333	0.9667	0	0.9667	0	-0.185	0	1828	20.25	10.25
chr1	1093937	0.0333	0.9333	0.0333	0.9333	0	-0.0535	0	1829	22.75	16.75
chr1	1093973	0	1	0	1	0	-0.0973	0	1830	20	16.25
chr1	1093977	0	1	0	1	0	-0.0781	0	1831	19.75	16.25
chr1	1094051	0.0333	0.9667	0	0.9667	0	-0.1629	0	1832	23.75	18.75
chr1	1094251	0	1	0	1	0	0.0318	0	1833	18	10.75
chr1	1094255	0	1	0	1	0	-0.1399	0	1834	18	10.75
chr1	1094262	0	1	0	1	0	-0.1148	0	1835	18	10.75
chr1	1094389	0.0667	0.9333	0	0.9333	0	-0.2568	0	1836	22.5	11
chr1	1094434	0	1	0	1	0	-0.0423	0	1837	19.25	9.25
chr1	1094458	0.0333	0.9667	0	0.9667	0	-0.1596	0	1838	31	20.75
chr1	1094487	0.0333	0.9667	0	0.9667	0	-0.1633	0	1839	30.25	21
chr1	1094507	0	1	0	1	0	-0.0345	0	1840	21.75	16
chr1	1094538	0.0333	0.9667	0	0.9667	0	-0.0963	0	1841	69	44.5
chr1	1094558	0	1	0	1	0	-0.015	0	1842	69	44
chr1	1094777	0	1	0	1	0	0.1	0	1843	2.75	2.25
chr1	1094875	0	1	0	1	0	-0.0208	0	1844	21.5	15.75
chr1	1095943	0	0.9667	0.0333	0.9667	0	0.1348	0	1845	9.75	11
chr1	1095983	0	1	0	1	0	0.0156	0	1846	8	9.5
chr1	1095993	0	1	0	1	0	-0.0285	0	1847	102.5	49.5
chr1	1096006	0	1	0	1	0	-0.0259	0	1848	103.25	49.75
chr1	1096015	0	1	0	1	0	0.003	0	1849	103.25	49.75
chr1	1096038	0	1	0	1	0	-0.1019	0	1850	44.75	24.75
chr1	1096562	0	1	0	1	0	-0.0031	0	1851	57	23.75
chr1	1096567	0	1	0	1	0	-0.0131	0	1852	57	23.75
chr1	1096584	0.0333	0.9667	0	0.9667	0	-0.1648	0	1853	57	23.75
chr1	1097222	0	1	0	1	0	0.0096	0	1854	6.75	6.25
chr1	1097227	0	1	0	1	0	0	0	1855	6.75	6.25
chr1	1097242	0	1	0	1	0	0.0476	0	1856	6.75	6.25
chr1	1098831	0	1	0	1	0	-0.0207	0	1857	58	35
chr1	1098875	0.0333	0.9667	0	0.9667	0	-0.2176	0	1858	54	32.5
chr1	1098901	0	1	0	1	0	-0.0383	0	1859	67.5	45.25
chr1	1098905	0	1	0	1	0	-0.0131	0	1860	68	45.25
chr1	1099404	0	1	0	1	0	-0.0667	0	1861	45.75	27.75
chr1	1099436	0	1	0	1	0	-0.1258	0	1862	44.5	27.5
chr1	1099443	0	1	0	1	0	-0.0443	0	1863	43.75	26.25
chr1	1100029	0.0333	0.9667	0	0.9667	0	-0.1506	0	1864	17.25	10.5
chr1	1100049	0	1	0	1	0	-0.0057	0	1865	16	9.25
chr1	1101093	0	1	0	1	0	0.0709	0	1866	23.75	18.75
chr1	1101111	0.0333	0.9667	0	0.9667	0	-0.0547	0	1867	23.75	19
chr1	1104035	0	1	0	1	0	-0.2361	0	1868	8	3.5
chr1	1104047	0	1	0	1	0	-0.3333	0	1869	8	3.5
chr1	1104150	0	1	0	1	0	0.0381	0	1870	10.75	7.75
chr1	1104162	0	1	0	1	0	0	0	1871	11.5	7.75
chr1	1104186	0	1	0	1	0	0.05	0	1872	8.25	6
chr1	1104739	0	1	0	1	0	-1e-04	0	1873	65.5	27.5
chr1	1104768	0	1	0	1	0	0.0093	0	1874	59.25	23.5
chr1	1104770	0	1	0	1	0	-0.026	0	1875	57.25	22
chr1	1104775	0	1	0	1	0	-0.0038	0	1876	53.25	19.5
chr1	1104777	0	1	0	1	0	-0.0078	0	1877	52.75	19
chr1	1104833	0	1	0	1	0	0.0698	0	1878	14.25	6.75
chr1	1105280	0.2	0.8	0	0.8	0	-0.2824	0	1879	11	9.25
chr1	1105287	0	0.9667	0.0333	0.9667	0	-0.1216	0	1880	10.75	8.75
chr1	1105324	0	1	0	1	0	-0.002	0	1881	33.25	29.25
chr1	1105350	0	1	0	1	0	-0.1101	0	1882	27	25.5
chr1	1105353	0	1	0	1	0	0.0623	0	1883	27	24.75
chr1	1105373	0	1	0	1	0	-0.0961	0	1884	18.5	18
chr1	1105470	0	1	0	1	0	-0.0974	0	1885	29	16.75
chr1	1105778	0	1	0	1	0	-0.0128	0	1886	62.75	39.5
chr1	1105783	0	1	0	1	0	-0.0829	0	1887	63	39.5
chr1	1105791	0	1	0	1	0	-0.0118	0	1888	63	39.5
chr1	1105817	0	1	0	1	0	-0.0556	0	1889	47	33
chr1	1107380	0	1	0	1	0	0.0255	0	1890	14.25	11.75
chr1	1107394	0	1	0	1	0	-0.0734	0	1891	11.25	7
chr1	1107425	0.3667	0.6333	0	0.6333	0	-0.4537	0	1892	10.25	6.25
chr1	1107939	0	1	0	1	0	-0.0029	0	1893	176	99.75
chr1	1107947	0	1	0	1	0	4e-04	0	1894	177.25	100.25
chr1	1107953	0	1	0	1	0	-0.0297	0	1895	177.25	100.25
chr1	1107960	0	1	0	1	0	-0.0593	0	1896	177.25	100.25
chr1	1107981	0	1	0	1	0	-0.0081	0	1897	166	90.25
chr1	1108181	0	1	0	1	0	0.1333	0	1898	5	4
chr1	1108201	0	1	0	1	0	0	0	1899	5	4
chr1	1108220	0	1	0	1	0	0.0564	0	1900	9.5	7
chr1	1108234	0	1	0	1	0	-0.0917	0	1901	8.25	6
chr1	1108254	0	1	0	1	0	0.0898	0	1902	6.5	4.5
chr1	1108257	0	1	0	1	0	-0.0227	0	1903	5.75	4
chr1	1108262	0	1	0	1	0	-0.0538	0	1904	19.5	24.25
chr1	1108275	0	1	0	1	0	0	0	1905	17	22.25
chr1	1108277	0	1	0	1	0	0.061	0	1906	17	22.25
chr1	1108294	0	1	0	1	0	-0.0032	0	1907	15	19.5
chr1	1108297	0	1	0	1	0	-0.0119	0	1908	11.5	13.75
chr1	1108300	0	1	0	1	0	0	0	1909	5.75	6.25
chr1	1108338	0	1	0	1	0	-0.0874	0	1910	57.25	39.75
chr1	1108366	0	1	0	1	0	-0.0386	0	1911	57	39.75
chr1	1108369	0	1	0	1	0	-0.0119	0	1912	56.5	39.5
chr1	1108384	0	1	0	1	0	-0.0173	0	1913	48.75	31.5
chr1	1108427	0	1	0	1	0	-0.0125	0	1914	13	16.25
chr1	1108435	0	1	0	1	0	0.0308	0	1915	13	16
chr1	1108470	0.0667	0.9333	0	0.9333	0	-0.0978	0	1916	72.25	47
chr1	1109850	0	1	0	1	0	-0.0292	0	1917	4	3.75
chr1	1109870	0	1	0	1	0	-0.1917	0	1918	4	3.75
chr1	1110712	0	1	0	1	0	-0.1005	0	1919	17.5	17
chr1	1110745	0	1	0	1	0	-0.0577	0	1920	9.25	10.5
chr1	1115162	0	1	0	1	0	0	0	1921	17.75	10.75
chr1	1115171	0	1	0	1	0	0.006	0	1922	17.75	10.75
chr1	1115182	0	1	0	1	0	0.0332	0	1923	17.75	10.75
chr1	1122888	0	1	0	1	0	-0.0092	0	1924	20.25	23.5
chr1	1122892	0	1	0	1	0	-0.0146	0	1925	19.75	23.25
chr1	1122896	0	1	0	1	0	0.0121	0	1926	19.75	23.25
chr1	1122906	0	1	0	1	0	-0.0128	0	1927	19.75	23.25
chr1	1122924	0	1	0	1	0	0.0131	0	1928	16.75	21.25
chr1	1122929	0	1	0	1	0	7e-04	0	1929	15.5	21
chr1	1122935	0	1	0	1	0	0.007	0	1930	11.75	14.25
chr1	1122943	0	1	0	1	0	-0.0192	0	1931	7	4
chr1	1122949	0	1	0	1	0	-0.0692	0	1932	7	4
chr1	1122961	0	1	0	1	0	-0.05	0	1933	7	4
chr1	1122967	0	1	0	1	0	-0.0384	0	1934	7	3.75
chr1	1122987	0	1	0	1	0	0.039	0	1935	7.75	4.5
chr1	1122993	0	1	0	1	0	0	0	1936	3.5	2.25
chr1	1123002	0	1	0	1	0	-0.0417	0	1937	3.5	2.25
chr1	1123434	0	1	0	1	0	-0.0401	0	1938	8.75	3
chr1	1123457	0	1	0	1	0	-0.1125	0	1939	8.75	3
chr1	1125704	0	1	0	1	0	-3e-04	0	1940	38	17.25
